
📺央视频道,#genre#
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8$订阅源|1920x1080
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8$订阅源|1920x1080
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8$订阅源|1920x1080
東方衛視國際頻道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8$订阅源|1920x1080
無線衛星新聞台,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8$订阅源|1920x1080
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$订阅源|1920x1080
CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV3,http://123.7.110.43:9901/tsfile/live/0003_1.m3u8$订阅源|1920x1080
CCTV4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$订阅源|1920x1080
CCTV5,http://123.182.60.29:9002/hls/7/index.m3u8$订阅源
CCTV5+,http://125.82.171.210:8888/udp/235.254.199.121:7980$订阅源|1920x1080
CCTV6,http://110.52.8.13:808/hls/7/index.m3u8$订阅源
CCTV7,http://60.12.183.46:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV8,http://vod.hnqczh.cn:808/hls/16/index.m3u8$订阅源
CCTV9,http://221.2.148.205:8154/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV10,http://59.173.243.210:9901/tsfile/live/1010_1.m3u8$订阅源
CCTV11,http://42.48.50.232:9002/tsfile/live/0011_1.m3u8$订阅源
CCTV12,http://220.249.114.102:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://123.182.60.29:9002/hls/13/index.m3u8$订阅源
CCTV14,http://39.134.136.161:6610/000000001000/5000000010000030810/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000030810$订阅源|1920x1080
CCTV15,http://101.23.216.69:8090/hls/23/index.m3u8$订阅源
CCTV16,http://majian.ixiaobai.net:5540/udp/239.37.1.22:5540$订阅源|3840x2160
CCTV17,http://159.75.85.63:5678/zb.php?id=douyin$订阅源|3840x2160
南方卫视,http://42.48.50.232:9002/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海峡卫视,http://dd.ddzb.fun/php/migu.php?id=hxws$订阅源
TVBS欢乐,http://litv.zapi.us.kg/?id=4gtv-4gtv068$订阅源
TVBS新闻,http://211.72.65.236:8574/.m3u8$订阅源|1920x1080
靖洋卡通,https://litv.zapi.us.kg/?id=4gtv-4gtv057$订阅源|1920x1080
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv$订阅源
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8$订阅源
广东珠江,http://r.jdshipin.com/sE5vO$订阅源
广东民生,http://183.29.197.170:8686/udp/239.77.0.225:5146$订阅源|1920x1080
广东综艺,http://58.252.12.164:8000/rtp/239.77.0.245:5146$组播源|1920x1080
广东影视,http://58.252.12.164:8000/udp/239.77.0.217:5146$订阅源|1920x1080
广州综合,http://r.jdshipin.com/iR6Gq$订阅源
广州影视,http://183.29.197.170:8686/udp/239.253.43.73:5146$订阅源|1920x1080
广州新闻,http://183.29.197.170:8686/udp/239.253.43.72:5146$订阅源|1920x1080
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$订阅源|1920x1080
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源|1920x1080
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$订阅源|1920x1080
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/720p.m3u8$订阅源|1920x1080
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$订阅源|1920x1080
新闻综合,http://hlsbkmgsplive.miguvideo.com/wd_r4/dfl/xinwenzonghehd/3000/index.m3u8?&encrypt=$订阅源
上海教育,http://61.173.144.157:9901/tsfile/live/1007_1.m3u8$订阅源|1920x1080
🐼直播熊猫🥇,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8$订阅源
NEWTV动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653$订阅源
数位电影,https://litv.zapi.us.kg/?id=4gtv-4gtv011$订阅源|1920x1080
AMC电影,https://litv.zapi.us.kg/?id=4gtv-4gtv017$订阅源|1920x1080
CAT电影,https://litv.zapi.us.kg/?id=4gtv-4gtv076$订阅源|1920x1080
龙华电影,http://litv.zapi.us.kg/?id=litv-longturn03$订阅源
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8$订阅源|1920x1080
靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8$订阅源|1920x1080
▶️(2024)阴阳师,https://svip.high22-playback.com/20240731/5755_91995ca9/index.m3u8$订阅源
▶️(2024)绝地战警：生死与共,https://v3.tlkqc.com/wjv3/202406/12/gFunRiZvHb75/video/index.m3u8$订阅源
▶️(2024)狄仁杰之天宫蜃楼,https://v9.tlkqc.com/wjv9/202408/06/p7712pXCuV81/video/index.m3u8$订阅源
▶️(2024)鬼舞村：詛咒起源,https://v12.tlkqc.com/wjv12/202408/04/UJGTrrEASp84/video/index.m3u8$订阅源
▶️魔戒首部曲：魔戒現身,https://vip.ffzy-play7.com/20230411/22167_a385d245/2000k/hls/mixed.m3u8$订阅源
▶️魔戒二部曲：雙城奇謀,https://vip.ffzy-play7.com/20221127/7286_672b6ffa/2000k/hls/mixed.m3u8$订阅源
▶️魔戒三部曲：王者再臨,https://vip.ffzy-play6.com/20221017/19_8752ff61/2000k/hls/mixed.m3u8$订阅源
▶️哈利波特：死神的聖物Ⅰ,https://ikcdn01.ikzybf.com/20221105/DABRajDL/index.m3u8$订阅源
▶️哈利波特：火盃的考驗,https://ikcdn01.ikzybf.com/20221210/qYaADoTA/index.m3u8$订阅源
九品芝麻官,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_bF_Bcc38a845b4b4994898062a76d3958bdc.mp4$订阅源|1920x1080
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8$订阅源
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8$订阅源
斗鱼1,http://epg.112114.xyz/douyu/4332$订阅源|1920x1080
斗鱼2,http://epg.112114.xyz/douyu/6140589$订阅源|1920x1080
斗鱼3,http://epg.112114.xyz/douyu/8770422$订阅源|1920x1080
斗鱼4,http://epg.112114.xyz/douyu/747764$订阅源|1920x1080
斗鱼5,http://epg.112114.xyz/douyu/52787$订阅源|1920x1080
斗鱼6,http://epg.112114.xyz/douyu/36337$订阅源|1920x1080
斗鱼7,http://epg.112114.xyz/douyu/8814650$订阅源|1920x1080
斗鱼8,http://epg.112114.xyz/douyu/263824$订阅源|1920x1080
斗鱼9,http://epg.112114.xyz/douyu/323876$订阅源|1920x1080
CCTV4欧洲,http://dd.ddzb.fun/php/migu.php?id=cctv4o$订阅源
CCTV4美洲,http://dd.ddzb.fun/php/migu.php?id=cctv4a$订阅源
CCTV第一剧场,http://nas.hssvm.com:8888/udp/225.1.1.183:5002$订阅源|1920x1080
CCTV怀旧剧场,http://nas.hssvm.com:8888/udp/225.1.1.184:5002$订阅源|1920x1080
CCTV风云剧场,http://nas.hssvm.com:8888/udp/225.1.1.185:5002$订阅源|1920x1080
CCTV风云音乐,http://nas.hssvm.com:8888/udp/225.1.1.192:5002$订阅源|1920x1080
CCTV女性时尚,http://nas.hssvm.com:8888/udp/225.1.1.190:5002$订阅源|1920x1080
CCTV文化精品,http://nas.hssvm.com:8888/udp/225.1.1.189:5002$订阅源|1920x1080
CCTV电视指南,http://nas.hssvm.com:8888/udp/225.1.1.194:5002$订阅源|1920x1080
CCTV风云足球,http://nas.hssvm.com:8888/udp/225.1.1.181:5002$订阅源|1920x1080
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$订阅源
旅游卫视,http://111.61.236.247:9081/hls/50/index.m3u8$订阅源
TVB翡翠剧集,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8$订阅源|1920x1080
TVB无线华丽,http://php.jdshipin.com/TVOD/iptv.php?id=huali$订阅源|1920x1080
TVB无线新闻,https://nothingbe.serv00.net/tvb.php?id=C&type=hd$订阅源|1920x1080
TVB无线娱乐,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8$订阅源|1920x1080
TVB星河,https://tv.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8$订阅源|1920x1080
TVB千禧经典,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc$订阅源|1920x1080
TVB明珠台,https://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8$订阅源|1920x1080
TVB明珠剧集,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8$订阅源|1920x1080
TVB娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw$订阅源|1920x1080
TVB黄金翡翠,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8$订阅源|1920x1080
亚洲卫视,https://play-hsbj.vzan.com/slowlive/821481626725612417/live.m3u8?zbid=2046370057&tpid=330913109&type=0$订阅源|1920x1080
TVBJ1,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8$订阅源|1920x1080
VIUTV,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8$订阅源|1920x1080
VIUTV英,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8$订阅源|1920x1080
VIUTV 99,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8$订阅源|1920x1080
VIUTV6 96,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8$订阅源|1920x1080
Now星影,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8$订阅源|1920x1080
Now爆谷,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8$订阅源|1920x1080
龙华经典,http://litv.zapi.us.kg/?id=litv-longturn21$订阅源
有线新闻,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hoycaijing_twn$订阅源
天映,https://tv.mytvsuper.xyz/astro/tianying/tianying.m3u8$订阅源|1920x1080
粤语版电影二,http://epg.112114.xyz/douyu/6566671$订阅源|1920x1080
粤语版电影三,http://epg.112114.xyz/douyu/1226741$订阅源|1920x1080
八大戏剧,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d$订阅源
八大第一,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076$订阅源
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8$订阅源
八大精彩,http://litv.zapi.us.kg/?id=4gtv-4gtv034$订阅源
八大综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv039$订阅源
寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8$订阅源|1920x1080
寰宇新聞台灣台,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8$订阅源
东森新闻,http://211.72.65.236:8540/.m3u8$订阅源|1920x1080
东森财经,http://litv.zapi.us.kg/?id=4gtv-4gtv153$订阅源
TVBS精采,https://litv.zapi.us.kg/?id=4gtv-4gtv067$订阅源|1920x1080
中视HD,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8$订阅源|1920x1080
中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8$订阅源|1920x1080
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8$订阅源|1920x1080
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8$订阅源|1920x1080
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8$订阅源|1920x1080
非凡新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv010$订阅源|1920x1080
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8$订阅源
华视新闻,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8$订阅源|1920x1080
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8$订阅源|1920x1080
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8$订阅源|1920x1080
華視戲劇,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8$订阅源
闽镜新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv075$订阅源|1920x1080
民视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv002$订阅源|1920x1080
中视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv040$订阅源|1920x1080
华视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv041$订阅源|1920x1080
台视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv066$订阅源|1920x1080
寰宇闽南,https://litv.zapi.us.kg/?id=litv-longturn15$订阅源|1920x1080
TVBS闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv073$订阅源|1920x1080
民视第一,https://litv.zapi.us.kg/?id=4gtv-4gtv003$订阅源|1920x1080
台视财经,https://litv.zapi.us.kg/?id=4gtv-4gtv056$订阅源|1920x1080
公视戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv042$订阅源|1920x1080
闽南戏剧,https://litv.zapi.us.kg/?id=litv-longturn22$订阅源|1920x1080
国际财经,https://litv.zapi.us.kg/?id=4gtv-4gtv104$订阅源|1920x1080
爱尔达娱乐,http://litv.zapi.us.kg/?id=4gtv-4gtv070$订阅源
靖洋戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv045$订阅源|1920x1080
靖天综合,https://litv.zapi.us.kg/?id=4gtv-4gtv046$订阅源|1920x1080
靖天日本,https://litv.zapi.us.kg/?id=4gtv-4gtv047$订阅源|1920x1080
靖天欢乐,https://litv.zapi.us.kg/?id=4gtv-4gtv054$订阅源|1920x1080
靖天育乐,https://litv.zapi.us.kg/?id=4gtv-4gtv062$订阅源|1920x1080
靖天国际,https://litv.zapi.us.kg/?id=4gtv-4gtv063$订阅源|1920x1080
龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01$订阅源
龙华日韩,https://litv.zapi.us.kg/?id=litv-longturn11$订阅源|1920x1080
龙华偶像,https://litv.zapi.us.kg/?id=litv-longturn12$订阅源|1920x1080
龙华戏剧,http://litv.zapi.us.kg/?id=litv-longturn18$订阅源
国会壹,https://litv.zapi.us.kg/?id=4gtv-4gtv084$订阅源|1920x1080
国会贰,https://litv.zapi.us.kg/?id=4gtv-4gtv085$订阅源|1920x1080
好消息壹,https://litv.zapi.us.kg/?id=litv-ftv16$订阅源|1920x1080
好消息贰,https://litv.zapi.us.kg/?id=litv-ftv17$订阅源|1920x1080
阿里郎,http://litv.zapi.us.kg/?id=4gtv-4gtv079$订阅源
达文西,https://litv.zapi.us.kg/?id=4gtv-4gtv018$订阅源|1920x1080
猪哥亮歌厅,https://litv.zapi.us.kg/?id=4gtv-4gtv006$订阅源|1920x1080
亚洲旅游,https://litv.zapi.us.kg/?id=litv-longturn17$订阅源|1920x1080
非凡商业,https://litv.zapi.us.kg/?id=4gtv-4gtv048$订阅源|1920x1080
第壹商业,https://litv.zapi.us.kg/?id=4gtv-4gtv109$订阅源|1920x1080
爱放动漫,http://litv.zapi.us.kg/?id=litv-ftv15$订阅源
古典音乐,https://litv.zapi.us.kg/?id=4gtv-4gtv059$订阅源|1920x1080
客家电视,https://litv.zapi.us.kg/?id=4gtv-4gtv043$订阅源|1920x1080
华仁纪实,https://litv.zapi.us.kg/?id=4gtv-4gtv013$订阅源|1920x1080
时尚运动,https://litv.zapi.us.kg/?id=4gtv-4gtv014$订阅源|1920x1080
生活英语,https://litv.zapi.us.kg/?id=litv-longturn20$订阅源|1920x1080
采昌影剧,http://litv.zapi.us.kg/?id=4gtv-4gtv049$订阅源
SMArt知识,https://litv.zapi.us.kg/?id=litv-longturn19$订阅源|1920x1080
GLO-Bet,https://litv.zapi.us.kg/?id=4gtv-4gtv016$订阅源|1920x1080
TRACEU,https://litv.zapi.us.kg/?id=4gtv-4gtv082$订阅源|1920x1080
MEZZOl,https://litv.zapi.us.kg/?id=4gtv-4gtv083$订阅源|1920x1080
Ginx_TV,https://litv.zapi.us.kg/?id=4gtv-4gtv053$订阅源|1920x1080
🎞️庆余年,http://diyp.112114.xyz/douyu/7489563$订阅源
🎞️知否知否,http://aa3.kkwk111.top/yy.php?id=21881901$订阅源|1920x1080
🎞️你是我的荣耀,http://cdn.jdshipin.com:8880/huya.php?id=11352920$订阅源
🎦小欢喜,http://aa3.kkwk111.top/yy.php?id=1382737888$订阅源|1920x1080
🎦我的前半生,http://mitv.ts138.top/yy/1382735564$订阅源
🎦白鹿原,http://cdn.jdshipin.com:8880/huya.php?id=11342416$订阅源
🎦伪装者,http://mitv.ts138.top/yy/1354936244$订阅源
🎫狂飙,http://11.xmyxc.cn/api/php/yy.php?id=1382754187$订阅源|1920x1080
TRA体育,http://litv.zapi.us.kg/?id=4gtv-4gtv077$订阅源
AMC音乐,https://AMChls.wns.live/hls/stream.m3u8$订阅源|1920x1080
(JP)TBS NEWS,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV45.m3u8$订阅源
(Korea)KBS News,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV61.m3u8$订阅源
小猪佩奇,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/refs/heads/master/TV64.m3u8$订阅源
YOYO TV,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8$订阅源
靖天卡通,https://litv.zapi.us.kg/?id=4gtv-4gtv044$订阅源|1920x1080
Animax(HK),http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8$订阅源|1920x1080
Japanim TV,https://foxkidstv.be:3369/stream/play.m3u8$订阅源|1920x1080
Kuriakos Kids,https://w2.manasat.com/kkids/smil:kkids.smil/playlist.m3u8$订阅源|1920x1080
FanpopTV,https://streaming-cl.sh1ny.space/memfs/e16d2f72-70b5-4bf5-b9c5-107b6390a10f.m3u8$订阅源|1920x1080
咪咕直播46,http://111.13.111.242/000000001000/3000000010000024691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播47,http://111.13.111.242/000000001000/3000000010000025380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播48,http://111.13.111.242/000000001000/3000000010000025943/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播49,http://111.13.111.242/000000001000/3000000010000027318/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播50,http://111.13.111.242/000000001000/3000000010000027638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播51,http://111.13.111.242/000000001000/3000000010000027691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播52,http://111.13.111.242/000000001000/3000000010000031669/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播53,http://111.13.111.242/000000001000/3000000010000032106/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
咪咕直播-1-4K,http://111.13.111.242/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=$订阅源|1920x1080
ELEVEN1,http://211.72.65.236:8566/.m3u8$订阅源
ELEVEN2,http://211.72.65.236:8567/.m3u8$订阅源
NBA TV,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8$订阅源|1920x1080
博斯魅力,http://litv.zapi.us.kg/?id=litv-longturn04$订阅源
博斯网球,https://litv.zapi.us.kg/?id=litv-longturn09$订阅源|1920x1080
博斯高球1,https://litv.zapi.us.kg/?id=litv-longturn05$订阅源|1920x1080
博斯高球2,https://litv.zapi.us.kg/?id=litv-longturn06$订阅源|1920x1080
博斯运动1,http://litv.zapi.us.kg/?id=litv-longturn07$订阅源
博斯运动2,http://litv.zapi.us.kg/?id=litv-longturn08$订阅源
博斯无限1,https://litv.zapi.us.kg/?id=litv-longturn10$订阅源|1920x1080
博斯无限2,https://litv.zapi.us.kg/?id=litv-longturn13$订阅源|1920x1080
智林体育,https://litv.zapi.us.kg/?id=4gtv-4gtv101$订阅源|1920x1080
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8$订阅源|1920x1080
BBC News,http://125.227.210.55:8165/VideoInput/play.ts$订阅源|1920x1080
美国之音,https://litv.zapi.us.kg/?id=litv-ftv03$订阅源|1920x1080
TaiwanPlus,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8$订阅源
ABC News,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV24.m3u8$订阅源
DW News,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8$订阅源|1920x1080
GB News,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV33.m3u8$订阅源
FRANCE24 English,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8$订阅源|1920x1080
NBC News,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV39.m3u8$订阅源
Al Jazeera English,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV59.m3u8$订阅源
CCTV央视台球,http://nas.hssvm.com:8888/udp/225.1.1.198:5002$订阅源|1920x1080
CCTV高尔夫网球,http://nas.hssvm.com:8888/udp/225.1.1.182:5002$订阅源|1920x1080
CCTV国防军事,http://nas.hssvm.com:8888/udp/225.1.1.187:5002$订阅源|1920x1080
CCTV16(4K),http://113.62.253.22/live.aishang.ctlcdn.com/00000110240389_1/playlist.m3u8?CONTENTID=00000110240389_1&AUTHINFO=FABqh274XDn8fkurD5614t$订阅源
CCTV4K,http://159.75.85.63:5679/cctv4k.php$订阅源
CCTV8K,http://159.75.85.63:8654/xx8k50fps.php$订阅源
CCTV老故事,http://nas.hssvm.com:8888/udp/225.1.1.188:5002$订阅源|1920x1080
CCTV178,http://39.134.136.161:6610/000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004$订阅源|1920x1080
CCTV455,http://39.134.136.161:6610/000000001000/1000000005000265004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265004$订阅源|1920x1080
CCTV7685764,http://39.134.136.161:6610/000000001000/8830950643842119430/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=8830950643842119430$订阅源|1920x1080
CCTV134,http://39.134.136.161:6610/000000001000/1000000002000021303/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000021303$订阅源|1920x1080
CCTV7685761,http://39.134.136.161:6610/000000001000/9198071806334826260/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=9198071806334826260$订阅源|1920x1080
CCTV12807201225,http://39.134.136.161:6610/000000001000/6865782700657580918/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6865782700657580918$订阅源|1920x1080
CCTV98,http://39.134.136.161:6610/000000001000/6000000001000032162/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000032162$订阅源|1920x1080
CCTV72054012,http://39.134.136.161:6610/000000001000/5000000006000040012/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040012$订阅源|1920x1080
CCTV1025,http://39.134.136.161:6610/000000001000/1000000001000026367/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000026367$订阅源|1920x1080
CCTV34,http://39.134.136.161:6610/000000001000/1000000001000011218/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000011218$订阅源|1920x1080
CCTV1225,http://39.134.136.161:6610/000000001000/1000000001000001640/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001640$订阅源|1920x1080
CCTV128072013,http://39.134.136.161:6610/000000001000/6918130250570453526/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=6918130250570453526$订阅源|1920x1080
CCTV555,http://39.134.136.161:6610/000000001000/1000000005000265005/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000265005$订阅源|1920x1080
CCTV512,http://39.134.136.161:6610/000000001000/1000000005000025222/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000025222$订阅源|1920x1080
CCTV148,http://39.134.136.161:6610/000000001000/5000000004000006673/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006673$订阅源|1920x1080
CCTV88,http://39.134.136.161:6610/000000001000/6000000001000001070/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000001000001070$订阅源|1920x1080
CCTV668,http://39.134.136.161:6610/000000001000/5000000004000008886/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000008886$订阅源|1920x1080
CCTV94,http://39.134.136.161:6610/000000001000/5000000010000018384/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000018384$订阅源|1920x1080
CCTV12807201,http://39.134.136.161:6610/000000001000/reallive-cctv1/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=reallive-cctv1$订阅源|1920x1080
CCTV7685767,http://39.134.136.161:6610/000000001000/7787764357983924496/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=7787764357983924496$订阅源|1920x1080
CCTV12807207,http://39.134.136.161:6610/000000001000/7050628689018054317/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=7050628689018054317$订阅源|1920x1080
CCTV158,http://39.134.136.161:6610/000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109$订阅源|1920x1080
CCTV104,http://39.134.136.161:6610/000000001000/5000000010000016738/index.m3u8?livemode=1&stbId=3&channel-id=bestzb&Contentid=5000000010000016738$订阅源|1920x1080
CCTV12807209,http://39.134.136.161:6610/000000001000/6275371742726901431/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=6275371742726901431$订阅源|1920x1080
CCTV144,http://39.134.136.161:6610/000000001000/5000000010000023358/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000023358$订阅源|1920x1080
CCTV78557615,http://39.134.136.161:6610/000000001000/5565738654152032083/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=5565738654152032083$订阅源|1920x1080
CCTV24,http://39.134.136.161:6610/000000001000/1000000001000012442/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000012442$订阅源|1920x1080
CCTV164,http://39.134.136.161:6610/000000001000/1000000006000233001/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000233001$订阅源|1920x1080
CCTV154,http://39.134.136.161:6610/000000001000/1000000002000008163/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000008163$订阅源|1920x1080
